"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.15","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105367818","10.8.28.5","17.55","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","16.05","C","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","17.00","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","19.50","C","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","21.35","C","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","15.90","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","16.85","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","18.50","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","17.50","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","18.20","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","17.65","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","19.00","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","17.10","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840469","10.8.45.5","17.70","A","","","2"
"2020-01","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","16.55","A","","","2"
"2020-10","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","16.30","A","","","2"
"2021-01","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","16.30","A","","","2"
"2021-04","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","19.15","C","","","2"
"2021-07","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.20","A","","","2"
"2021-10","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.20","A","","","2"
"2022-01","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.45","A","","","2"
"2022-04","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","16.80","A","","","2"
"2022-07","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.20","A","","","2"
"2022-10","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","16.85","A","","","2"
"2023-01","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.00","A","","","2"
"2023-04","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.15","A","","","2"
"2023-07","Alberta","2016A000248","Sales and service occupations [6]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230850157","10.8.46.5","17.55","A","","","2"
"2015-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.10","E","","","2"
"2015-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","23.70","A","","","2"
"2015-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.10","A","","","2"
"2015-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.25","A","","","2"
"2016-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.25","A","","","2"
"2016-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.05","A","","","2"
"2016-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","23.50","A","","","2"
"2016-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.00","A","","","2"
"2017-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","24.30","A","","","2"
"2017-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.10","A","","","2"
"2017-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.10","A","","","2"
"2017-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.00","A","","","2"
"2018-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.20","A","","","2"
"2018-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.10","A","","","2"
"2018-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.45","A","","","2"
"2018-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.45","A","","","2"
"2019-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.20","A","","","2"
"2019-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.50","A","","","2"
"2019-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","24.70","A","","","2"
"2019-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.00","A","","","2"
"2020-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","27.55","A","","","2"
"2020-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","25.50","A","","","2"
"2021-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.85","A","","","2"
"2021-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","26.10","A","","","2"
"2021-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","27.90","A","","","2"
"2021-10","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","27.35","A","","","2"
"2022-01","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","28.20","A","","","2"
"2022-04","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","27.45","A","","","2"
"2022-07","Alberta","2016A000248","Trades, transport and equipment operators and related occupations [7]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105378627","10.9.23.5","28.40","A","","","2"
